,random_loss,pretrain_loss,random_acc,pretrain_acc
hidden_units_1,0.276987052443731,0.22078520221050957,0.9274,0.9388
hidden_units_2,0.3013215313606916,0.20159547438839187,0.9248,0.944
hidden_units_3,0.3192897725057932,0.1991771116043619,0.9302,0.9476
hidden_units_4,0.4064966472906403,0.19581325623793996,0.919,0.946
hidden_units_5,0.5365287846457881,0.19468464671809946,0.8912,0.9514
hidden_units_6,1.5652529215440152,0.21166603271813425,0.3584,0.9476
